value,datetime,Wind,Nuclear,Coal,Int. exchanges,Solar PV,Hydro,day_period,weekday_type,season
105.82,2023-10-18 12:00:00,15782,5594,458,-4360,8181,827,Afternoon,Weekday,Autumn
101.4,2023-10-18 13:00:00,16053,5585,466,-3782,8479,534,Afternoon,Weekday,Autumn
103.44,2023-10-18 14:00:00,16372,5577,472,-4089,8714,703,Afternoon,Weekday,Autumn
120.41,2023-10-18 15:00:00,16021,5581,467,-4618,8918,728,Afternoon,Weekday,Autumn
191.55,2023-10-18 16:00:00,16719,5578,424,-5075,8061,597,Afternoon,Weekday,Autumn
213.52,2023-10-18 17:00:00,16284,5582,373,-4373,7690,684,Afternoon,Weekday,Autumn
212.33,2023-10-18 18:00:00,15913,5581,334,-2542,3785,921,Evening,Weekday,Autumn
195.11,2023-10-18 19:00:00,15315,5598,314,-1274,767,812,Evening,Weekday,Autumn
132.14,2023-10-18 20:00:00,14610,5611,315,368,85,1537,Evening,Weekday,Autumn
118.19,2023-10-18 21:00:00,15352,5624,313,943,28,1394,Evening,Weekday,Autumn
56.39,2023-10-18 22:00:00,15463,5625,314,509,25,1131,Evening,Weekday,Autumn
36.24,2023-10-18 23:00:00,15127,5619,313,108,16,739,Evening,Weekday,Autumn
37.57,2023-10-19 00:00:00,14958,5632,314,-24,16,833,Night,Weekday,Autumn
39.76,2023-10-19 01:00:00,15858,5629,270,-100,16,559,Night,Weekday,Autumn
39.89,2023-10-19 02:00:00,14827,5631,256,-591,16,561,Night,Weekday,Autumn
41.98,2023-10-19 03:00:00,14764,5635,305,-527,15,621,Night,Weekday,Autumn
91.12,2023-10-19 04:00:00,15068,5630,285,-876,16,547,Night,Weekday,Autumn
108.57,2023-10-19 05:00:00,15238,5629,264,-914,15,599,Night,Weekday,Autumn
158.27,2023-10-19 06:00:00,16015,5636,264,-1330,16,866,Morning,Weekday,Autumn
157.88,2023-10-19 07:00:00,15835,5631,339,-1476,16,923,Morning,Weekday,Autumn
202.02,2023-10-19 08:00:00,15414,5618,356,-942,17,1069,Morning,Weekday,Autumn
202.53,2023-10-19 09:00:00,14802,5609,355,-311,239,1407,Morning,Weekday,Autumn
203.77,2023-10-19 10:00:00,14275,5609,396,-1044,1577,1861,Morning,Weekday,Autumn
203.74,2023-10-19 11:00:00,15179,5616,435,-1791,2391,1108,Morning,Weekday,Autumn
159.08,2023-10-19 12:00:00,16383,5611,454,-2122,3705,1021,Afternoon,Weekday,Autumn
159.94,2023-10-19 13:00:00,16411,5615,483,-2050,3771,1082,Afternoon,Weekday,Autumn
161.79,2023-10-19 14:00:00,17151,5613,484,-2498,3299,934,Afternoon,Weekday,Autumn
160.53,2023-10-19 15:00:00,16894,5608,409,-2595,3161,823,Afternoon,Weekday,Autumn
199.86,2023-10-19 16:00:00,16121,5612,444,-2006,2514,1117,Afternoon,Weekday,Autumn
199.97,2023-10-19 17:00:00,17755,5530,357,-2653,1305,1248,Afternoon,Weekday,Autumn
205.11,2023-10-19 18:00:00,18122,5449,318,-2684,923,1042,Evening,Weekday,Autumn
202.68,2023-10-19 19:00:00,18449,5357,318,-2569,212,1091,Evening,Weekday,Autumn
138.22,2023-10-19 20:00:00,17353,5271,304,-2094,38,1512,Evening,Weekday,Autumn
126.88,2023-10-19 21:00:00,17591,5182,304,-2394,26,1529,Evening,Weekday,Autumn
72.15,2023-10-19 22:00:00,16958,5096,304,-2344,25,1289,Evening,Weekday,Autumn
36.91,2023-10-19 23:00:00,17093,5007,334,-2013,25,1222,Evening,Weekday,Autumn
36.57,2023-10-20 00:00:00,16605,4932,304,-2245,21,1258,Night,Weekday,Autumn
38.68,2023-10-20 01:00:00,16252,4873,315,-3068,19,1223,Night,Weekday,Autumn
38.73,2023-10-20 02:00:00,16248,4795,301,-2522,16,1196,Night,Weekday,Autumn
37.93,2023-10-20 03:00:00,16416,4767,275,-2704,16,1010,Night,Weekday,Autumn
35.58,2023-10-20 04:00:00,16336,4673,275,-2628,16,948,Night,Weekday,Autumn
52.71,2023-10-20 05:00:00,16747,4671,283,-2442,16,944,Night,Weekday,Autumn
96.26,2023-10-20 06:00:00,16707,4674,296,-2332,13,1260,Morning,Weekday,Autumn
90.6,2023-10-20 07:00:00,17366,4668,295,-2029,13,1160,Morning,Weekday,Autumn
102.69,2023-10-20 08:00:00,17946,4670,307,-960,19,1568,Morning,Weekday,Autumn
101.88,2023-10-20 09:00:00,17527,4672,340,-759,683,1574,Morning,Weekday,Autumn
101.14,2023-10-20 10:00:00,18047,4675,376,-2030,3775,1572,Morning,Weekday,Autumn
101.05,2023-10-20 11:00:00,18185,4679,434,-3958,6597,1104,Morning,Weekday,Autumn
52.7,2023-10-20 12:00:00,17258,4675,449,-3903,7896,1262,Afternoon,Weekday,Autumn
53.2,2023-10-20 13:00:00,17713,4681,450,-4671,8566,1497,Afternoon,Weekday,Autumn
55.34,2023-10-20 14:00:00,17378,4665,448,-4257,8307,1281,Afternoon,Weekday,Autumn
57.51,2023-10-20 15:00:00,16286,4665,411,-4206,8887,1154,Afternoon,Weekday,Autumn
132.12,2023-10-20 16:00:00,15336,4667,434,-4098,8664,1307,Afternoon,Weekday,Autumn
155.72,2023-10-20 17:00:00,17035,4668,372,-4941,7150,1442,Afternoon,Weekday,Autumn
182.47,2023-10-20 18:00:00,18372,4668,314,-4568,5189,1298,Evening,Weekday,Autumn
180.85,2023-10-20 19:00:00,18577,4671,339,-3063,1109,1683,Evening,Weekday,Autumn
133.24,2023-10-20 20:00:00,18243,4674,312,-2486,208,1956,Evening,Weekday,Autumn
119.31,2023-10-20 21:00:00,17665,4678,333,-2379,26,1988,Evening,Weekday,Autumn
94.11,2023-10-20 22:00:00,16723,4678,330,-2323,10,1747,Evening,Weekday,Autumn
77.64,2023-10-20 23:00:00,16581,4683,300,-3107,10,1434,Evening,Weekday,Autumn
81.52,2023-10-21 00:00:00,15541,4688,322,-2966,10,1168,Night,Weekend,Autumn
66.83,2023-10-21 01:00:00,14611,4698,274,-2965,10,1167,Night,Weekend,Autumn
57.8,2023-10-21 02:00:00,13729,4694,288,-2665,9,1262,Night,Weekend,Autumn
57.87,2023-10-21 03:00:00,13437,4702,289,-2654,9,1096,Night,Weekend,Autumn
70.97,2023-10-21 04:00:00,12920,4703,273,-1910,9,1210,Night,Weekend,Autumn
93.51,2023-10-21 05:00:00,12413,4707,273,-1016,9,1183,Night,Weekend,Autumn
93.41,2023-10-21 06:00:00,12291,4704,273,-860,9,1114,Morning,Weekend,Autumn
91.66,2023-10-21 07:00:00,11852,4703,274,-983,9,1195,Morning,Weekend,Autumn
75.7,2023-10-21 08:00:00,10901,4703,271,19,15,1444,Morning,Weekend,Autumn
60.35,2023-10-21 09:00:00,9632,4711,304,56,864,1531,Morning,Weekend,Autumn
48.31,2023-10-21 10:00:00,8368,4702,313,-1317,5694,1651,Morning,Weekend,Autumn
34.12,2023-10-21 11:00:00,7971,4703,312,-2287,9574,1294,Morning,Weekend,Autumn
38.52,2023-10-21 12:00:00,8045,4702,348,-3586,10963,1007,Afternoon,Weekend,Autumn
43.79,2023-10-21 13:00:00,7506,4702,393,-2318,11063,1297,Afternoon,Weekend,Autumn
45.9,2023-10-21 14:00:00,7503,4700,327,-1707,11143,1057,Afternoon,Weekend,Autumn
86.17,2023-10-21 15:00:00,6816,4694,311,-2087,11293,1033,Afternoon,Weekend,Autumn
129.29,2023-10-21 16:00:00,6479,4694,306,-1835,10243,1335,Afternoon,Weekend,Autumn
185.55,2023-10-21 17:00:00,5675,4692,306,-1113,8516,1365,Afternoon,Weekend,Autumn
255.62,2023-10-21 18:00:00,4533,4694,295,636,5310,1625,Evening,Weekend,Autumn
230.39,2023-10-21 19:00:00,2998,4695,312,907,953,2181,Evening,Weekend,Autumn
189.24,2023-10-21 20:00:00,2286,4695,314,2923,72,2436,Evening,Weekend,Autumn
178.5,2023-10-21 21:00:00,1966,4703,314,3130,12,2628,Evening,Weekend,Autumn
176.91,2023-10-21 22:00:00,1733,4701,313,3085,10,2379,Evening,Weekend,Autumn
162.42,2023-10-21 23:00:00,1485,4703,305,2899,10,1945,Evening,Weekend,Autumn
163.01,2023-10-22 00:00:00,1559,4699,307,3258,10,1762,Night,Weekend,Autumn
161.32,2023-10-22 01:00:00,1754,4697,318,3433,10,1912,Night,Weekend,Autumn
160.93,2023-10-22 02:00:00,1937,4699,318,3227,10,1892,Night,Weekend,Autumn
156.76,2023-10-22 03:00:00,2392,4701,318,3030,10,1801,Night,Weekend,Autumn
151.81,2023-10-22 04:00:00,2864,4704,318,2620,10,1518,Night,Weekend,Autumn
140.89,2023-10-22 05:00:00,3079,4700,319,3105,10,1276,Night,Weekend,Autumn
133.8,2023-10-22 06:00:00,3404,4706,318,2816,10,1205,Morning,Weekend,Autumn
125.67,2023-10-22 07:00:00,3883,4701,318,2747,10,1227,Morning,Weekend,Autumn
108.99,2023-10-22 08:00:00,4689,4700,319,2672,53,1412,Morning,Weekend,Autumn
92.59,2023-10-22 09:00:00,5542,4703,318,2410,291,1423,Morning,Weekend,Autumn
85.35,2023-10-22 10:00:00,6151,4701,343,1525,2199,1372,Morning,Weekend,Autumn
83.56,2023-10-22 11:00:00,6378,4700,348,1200,3730,1480,Morning,Weekend,Autumn
77.15,2023-10-22 12:00:00,7282,4701,326,458,4881,1210,Afternoon,Weekend,Autumn
85.92,2023-10-22 13:00:00,7962,4697,319,-49,5909,1243,Afternoon,Weekend,Autumn
105.27,2023-10-22 14:00:00,9154,4696,335,-384,5863,1445,Afternoon,Weekend,Autumn
115.16,2023-10-22 15:00:00,9480,4691,345,-705,5065,1151,Afternoon,Weekend,Autumn
125.29,2023-10-22 16:00:00,9800,4695,352,-869,3798,1466,Afternoon,Weekend,Autumn
144.44,2023-10-22 17:00:00,9898,4692,359,-2302,1992,2392,Afternoon,Weekend,Autumn
153.76,2023-10-22 18:00:00,9810,4693,375,-2399,951,2634,Evening,Weekend,Autumn
148.26,2023-10-22 19:00:00,10359,4688,351,-2208,213,2568,Evening,Weekend,Autumn
131.73,2023-10-22 20:00:00,11596,4600,354,-2346,66,2619,Evening,Weekend,Autumn
114.28,2023-10-22 21:00:00,12846,4506,403,-2131,20,1850,Evening,Weekend,Autumn
154.97,2023-10-22 22:00:00,12838,4421,321,-2437,20,1809,Evening,Weekend,Autumn
152.83,2023-10-22 23:00:00,12247,4328,319,-2799,20,1695,Evening,Weekend,Autumn
154.45,2023-10-23 00:00:00,11842,4264,307,-3106,20,1140,Night,Weekday,Autumn
153.14,2023-10-23 01:00:00,10780,4205,311,-2726,20,1160,Night,Weekday,Autumn
151.09,2023-10-23 02:00:00,9666,4140,314,-2164,20,937,Night,Weekday,Autumn
150.89,2023-10-23 03:00:00,9223,4138,314,-1657,20,999,Night,Weekday,Autumn
148.04,2023-10-23 04:00:00,8873,4120,313,-1323,20,1052,Night,Weekday,Autumn
177.91,2023-10-23 05:00:00,8772,4059,314,-984,20,1041,Night,Weekday,Autumn
228.63,2023-10-23 06:00:00,8033,4016,329,-758,19,1261,Morning,Weekday,Autumn
214.8,2023-10-23 07:00:00,7278,4020,375,510,19,1937,Morning,Weekday,Autumn
234.48,2023-10-23 08:00:00,6992,4017,375,707,60,2733,Morning,Weekday,Autumn
213.25,2023-10-23 09:00:00,6126,4019,429,466,422,3084,Morning,Weekday,Autumn
207.3,2023-10-23 10:00:00,4938,4019,467,51,2958,2763,Morning,Weekday,Autumn
207.4,2023-10-23 11:00:00,4786,4019,468,-882,5232,2798,Morning,Weekday,Autumn
168.5,2023-10-23 12:00:00,4687,4016,410,-584,6175,2518,Afternoon,Weekday,Autumn
174.08,2023-10-23 13:00:00,4471,4019,454,-905,6697,2813,Afternoon,Weekday,Autumn
180.22,2023-10-23 14:00:00,4281,4023,456,-283,6820,2560,Afternoon,Weekday,Autumn
196.35,2023-10-23 15:00:00,4424,4019,447,97,6076,2093,Afternoon,Weekday,Autumn
245.78,2023-10-23 16:00:00,4422,4012,464,47,5796,2094,Afternoon,Weekday,Autumn
270.57,2023-10-23 17:00:00,4192,4018,463,309,4402,2161,Afternoon,Weekday,Autumn
337.59,2023-10-23 18:00:00,4064,4016,503,538,2931,1843,Evening,Weekday,Autumn
279.19,2023-10-23 19:00:00,4783,4017,508,1259,705,2068,Evening,Weekday,Autumn
192.95,2023-10-23 20:00:00,4976,4022,489,3060,102,2456,Evening,Weekday,Autumn
193.32,2023-10-23 21:00:00,4627,4027,508,3023,81,3301,Evening,Weekday,Autumn
168.44,2023-10-23 22:00:00,4972,4028,477,1798,82,3036,Evening,Weekday,Autumn
167.54,2023-10-23 23:00:00,5723,4030,458,1577,39,2020,Evening,Weekday,Autumn
164.31,2023-10-24 00:00:00,6653,4028,372,1431,39,1177,Night,Weekday,Autumn
156.74,2023-10-24 01:00:00,7728,4020,355,1464,39,1178,Night,Weekday,Autumn
151.92,2023-10-24 02:00:00,8329,4022,307,960,39,925,Night,Weekday,Autumn
145.87,2023-10-24 03:00:00,8970,4026,275,475,39,892,Night,Weekday,Autumn
153.34,2023-10-24 04:00:00,9711,4022,265,48,39,805,Night,Weekday,Autumn
160.73,2023-10-24 05:00:00,10484,4019,266,-189,38,869,Night,Weekday,Autumn
201.08,2023-10-24 06:00:00,11045,4023,256,-168,38,987,Morning,Weekday,Autumn
188.1,2023-10-24 07:00:00,11413,4027,314,-396,38,1387,Morning,Weekday,Autumn
217.62,2023-10-24 08:00:00,11598,4028,317,13,47,2447,Morning,Weekday,Autumn
184.03,2023-10-24 09:00:00,11891,4028,343,261,734,2201,Morning,Weekday,Autumn
176.56,2023-10-24 10:00:00,12039,4029,359,-2607,6053,1286,Morning,Weekday,Autumn
166.92,2023-10-24 11:00:00,11387,4027,421,-2897,9528,1545,Morning,Weekday,Autumn
122.96,2023-10-24 12:00:00,13010,4028,436,-4322,10642,719,Afternoon,Weekday,Autumn
124.84,2023-10-24 13:00:00,12955,4030,419,-4345,10765,1006,Afternoon,Weekday,Autumn
139.59,2023-10-24 14:00:00,12977,4031,401,-3697,10135,964,Afternoon,Weekday,Autumn
160.49,2023-10-24 15:00:00,13142,4027,319,-3569,9396,1046,Afternoon,Weekday,Autumn
221.05,2023-10-24 16:00:00,15316,4026,301,-4258,8096,888,Afternoon,Weekday,Autumn
233.37,2023-10-24 17:00:00,16010,4030,304,-3531,5970,1043,Afternoon,Weekday,Autumn
240.64,2023-10-24 18:00:00,15941,4029,284,-2822,2788,1710,Evening,Weekday,Autumn
230.22,2023-10-24 19:00:00,14599,4033,289,-1794,482,1933,Evening,Weekday,Autumn
184.0,2023-10-24 20:00:00,14777,4026,290,-1997,57,2651,Evening,Weekday,Autumn
165.83,2023-10-24 21:00:00,15418,4028,289,-1776,21,2618,Evening,Weekday,Autumn
108.58,2023-10-24 22:00:00,15919,4030,299,-1843,21,1683,Evening,Weekday,Autumn
106.22,2023-10-24 23:00:00,15904,4025,304,-2329,20,1474,Evening,Weekday,Autumn
105.26,2023-10-25 00:00:00,15956,4028,325,-3029,21,1138,Night,Weekday,Autumn
104.18,2023-10-25 01:00:00,16011,4029,268,-2978,21,881,Night,Weekday,Autumn
85.62,2023-10-25 02:00:00,16264,4026,267,-2578,16,1099,Night,Weekday,Autumn
101.72,2023-10-25 03:00:00,16097,4026,266,-2417,20,1158,Night,Weekday,Autumn
106.11,2023-10-25 04:00:00,16601,4032,267,-2537,20,874,Night,Weekday,Autumn
126.19,2023-10-25 05:00:00,16076,4030,252,-2305,20,1188,Night,Weekday,Autumn
171.93,2023-10-25 06:00:00,16292,4029,252,-2257,20,1199,Morning,Weekday,Autumn
157.94,2023-10-25 07:00:00,17098,4028,299,-1818,20,1240,Morning,Weekday,Autumn
175.84,2023-10-25 08:00:00,17354,4025,303,-992,45,1736,Morning,Weekday,Autumn
166.47,2023-10-25 09:00:00,16955,4027,369,-1282,528,1741,Morning,Weekday,Autumn
146.61,2023-10-25 10:00:00,16617,4028,409,-2692,3321,1552,Morning,Weekday,Autumn
134.72,2023-10-25 11:00:00,17259,4028,482,-3618,5181,1545,Morning,Weekday,Autumn
73.12,2023-10-25 12:00:00,16437,4033,509,-3529,6475,1281,Afternoon,Weekday,Autumn
70.8,2023-10-25 13:00:00,16004,4029,503,-3915,7998,985,Afternoon,Weekday,Autumn
95.55,2023-10-25 14:00:00,16302,4025,416,-3696,7112,1351,Afternoon,Weekday,Autumn
127.44,2023-10-25 15:00:00,16144,4024,383,-3586,7041,1281,Afternoon,Weekday,Autumn
192.3,2023-10-25 16:00:00,16217,4025,343,-3816,6788,1212,Afternoon,Weekday,Autumn
207.02,2023-10-25 17:00:00,16617,4025,345,-3661,5483,1379,Afternoon,Weekday,Autumn
219.47,2023-10-25 18:00:00,16122,4024,305,-3158,3347,1939,Evening,Weekday,Autumn
215.74,2023-10-25 19:00:00,15987,4028,300,-1946,613,2588,Evening,Weekday,Autumn
161.38,2023-10-25 20:00:00,16332,4027,306,-1079,59,3114,Evening,Weekday,Autumn
152.5,2023-10-25 21:00:00,16681,4027,306,-757,40,2536,Evening,Weekday,Autumn
90.23,2023-10-25 22:00:00,16317,4025,338,-1362,39,1730,Evening,Weekday,Autumn
80.11,2023-10-25 23:00:00,16088,4023,324,-2152,40,1382,Evening,Weekday,Autumn
76.27,2023-10-26 00:00:00,16088,4027,294,-3011,38,1023,Night,Weekday,Autumn
78.07,2023-10-26 01:00:00,16170,4023,293,-2456,35,1087,Night,Weekday,Autumn
77.19,2023-10-26 02:00:00,15728,4027,303,-2202,35,1107,Night,Weekday,Autumn
77.25,2023-10-26 03:00:00,15132,4025,320,-1628,35,988,Night,Weekday,Autumn
94.07,2023-10-26 04:00:00,14847,4028,321,-1495,39,1244,Night,Weekday,Autumn
110.08,2023-10-26 05:00:00,14628,4023,314,-1876,39,1035,Night,Weekday,Autumn
142.63,2023-10-26 06:00:00,13842,4030,318,-1140,38,1264,Morning,Weekday,Autumn
138.75,2023-10-26 07:00:00,14033,4022,319,-190,39,1344,Morning,Weekday,Autumn
178.8,2023-10-26 08:00:00,14763,4022,319,209,46,1949,Morning,Weekday,Autumn
159.11,2023-10-26 09:00:00,14913,4028,318,266,300,2136,Morning,Weekday,Autumn
147.43,2023-10-26 10:00:00,15561,4026,389,-763,2090,1819,Morning,Weekday,Autumn
136.96,2023-10-26 11:00:00,15530,4021,423,-1515,3603,1906,Morning,Weekday,Autumn
88.59,2023-10-26 12:00:00,16340,4023,454,-1848,4904,1467,Afternoon,Weekday,Autumn
76.26,2023-10-26 13:00:00,17379,4024,452,-1930,5856,1503,Afternoon,Weekday,Autumn
90.18,2023-10-26 14:00:00,17957,4021,446,-2223,5706,1208,Afternoon,Weekday,Autumn
99.05,2023-10-26 15:00:00,18796,4021,322,-2307,5151,1421,Afternoon,Weekday,Autumn
158.88,2023-10-26 16:00:00,19650,4020,305,-2879,4284,1726,Afternoon,Weekday,Autumn
159.01,2023-10-26 17:00:00,19430,4019,325,-2292,2962,1587,Afternoon,Weekday,Autumn
181.86,2023-10-26 18:00:00,18931,4025,326,-2368,1787,1942,Evening,Weekday,Autumn
180.95,2023-10-26 19:00:00,18993,4085,323,-2414,363,2258,Evening,Weekday,Autumn
136.86,2023-10-26 20:00:00,19464,4172,312,-2344,97,3027,Evening,Weekday,Autumn
118.5,2023-10-26 21:00:00,19981,4182,276,-3530,80,3236,Evening,Weekday,Autumn
55.38,2023-10-26 22:00:00,18846,4220,251,-3655,80,2690,Evening,Weekday,Autumn
44.33,2023-10-26 23:00:00,17354,4218,257,-3237,85,2377,Evening,Weekday,Autumn
37.25,2023-10-27 00:00:00,15992,4305,252,-2714,81,2301,Night,Weekday,Autumn
39.49,2023-10-27 01:00:00,15845,4368,253,-1859,81,1740,Night,Weekday,Autumn
39.61,2023-10-27 02:00:00,15647,4390,253,-1536,81,1837,Night,Weekday,Autumn
38.98,2023-10-27 03:00:00,15066,4417,253,-2165,81,1925,Night,Weekday,Autumn
59.75,2023-10-27 04:00:00,14683,4414,251,-1785,81,1791,Night,Weekday,Autumn
76.98,2023-10-27 05:00:00,14822,4424,257,-1381,85,2023,Night,Weekday,Autumn
111.28,2023-10-27 06:00:00,14888,4474,253,-654,81,2043,Morning,Weekday,Autumn
102.06,2023-10-27 07:00:00,15431,4488,253,-235,81,2051,Morning,Weekday,Autumn
128.95,2023-10-27 08:00:00,15125,4559,304,18,97,2414,Morning,Weekday,Autumn
101.84,2023-10-27 09:00:00,16078,4616,342,505,275,2225,Morning,Weekday,Autumn
101.43,2023-10-27 10:00:00,16032,4645,383,-355,2980,1946,Morning,Weekday,Autumn
101.12,2023-10-27 11:00:00,15430,4694,439,-1309,6607,1767,Morning,Weekday,Autumn
55.72,2023-10-27 12:00:00,15495,4722,458,-1936,7997,1949,Afternoon,Weekday,Autumn
56.34,2023-10-27 13:00:00,14654,4756,456,-2225,8748,1648,Afternoon,Weekday,Autumn
55.17,2023-10-27 14:00:00,14237,4781,392,-2028,8688,1650,Afternoon,Weekday,Autumn
67.69,2023-10-27 15:00:00,13898,4818,351,-2159,8465,1723,Afternoon,Weekday,Autumn
145.22,2023-10-27 16:00:00,13924,4848,351,-2148,7600,1695,Afternoon,Weekday,Autumn
172.09,2023-10-27 17:00:00,14753,4876,305,-2203,6628,2065,Afternoon,Weekday,Autumn
207.52,2023-10-27 18:00:00,16105,4912,306,-2228,4613,1911,Evening,Weekday,Autumn
181.64,2023-10-27 19:00:00,14450,4934,300,-1374,563,2150,Evening,Weekday,Autumn
122.2,2023-10-27 20:00:00,13527,4966,279,-613,95,2897,Evening,Weekday,Autumn
107.26,2023-10-27 21:00:00,13471,4988,274,-476,68,2738,Evening,Weekday,Autumn
49.33,2023-10-27 22:00:00,13598,4999,277,-686,68,2291,Evening,Weekday,Autumn
39.14,2023-10-27 23:00:00,13575,4994,275,-985,67,1900,Evening,Weekday,Autumn
41.04,2023-10-28 00:00:00,13140,5002,256,-1251,67,1991,Night,Weekend,Autumn
41.77,2023-10-28 01:00:00,13221,4427,253,-656,68,1826,Night,Weekend,Autumn
42.43,2023-10-28 02:00:00,12511,4302,257,-436,67,1714,Night,Weekend,Autumn
42.56,2023-10-28 03:00:00,12454,4304,252,-54,60,1639,Night,Weekend,Autumn
41.85,2023-10-28 04:00:00,11676,4313,255,35,61,1695,Night,Weekend,Autumn
39.67,2023-10-28 05:00:00,11528,4315,253,62,61,1703,Night,Weekend,Autumn
40.42,2023-10-28 06:00:00,11582,4316,253,-146,60,1630,Morning,Weekend,Autumn
30.07,2023-10-28 07:00:00,11985,4315,253,141,60,1730,Morning,Weekend,Autumn
28.76,2023-10-28 08:00:00,12452,4320,257,66,76,1889,Morning,Weekend,Autumn
27.1,2023-10-28 09:00:00,12040,4319,257,-252,522,1869,Morning,Weekend,Autumn
25.61,2023-10-28 10:00:00,11835,4321,252,-705,4607,1681,Morning,Weekend,Autumn
24.42,2023-10-28 11:00:00,9519,4324,258,-1045,8154,1877,Morning,Weekend,Autumn
23.83,2023-10-28 12:00:00,9598,4321,287,-1025,8966,1787,Afternoon,Weekend,Autumn
26.87,2023-10-28 13:00:00,9747,4325,290,-720,8462,1885,Afternoon,Weekend,Autumn
27.23,2023-10-28 14:00:00,10474,4323,254,-1159,8298,1760,Afternoon,Weekend,Autumn
32.05,2023-10-28 15:00:00,10251,4327,253,-1508,8510,1670,Afternoon,Weekend,Autumn
29.36,2023-10-28 16:00:00,10155,4317,258,-1119,7250,1670,Afternoon,Weekend,Autumn
44.13,2023-10-28 17:00:00,10499,4322,258,-968,6872,1593,Afternoon,Weekend,Autumn
51.68,2023-10-28 18:00:00,10696,4321,254,-106,4512,1969,Evening,Weekend,Autumn
46.71,2023-10-28 19:00:00,13231,4324,258,41,662,2261,Evening,Weekend,Autumn
40.54,2023-10-28 20:00:00,13506,4323,252,100,155,2532,Evening,Weekend,Autumn
25.97,2023-10-28 21:00:00,13804,4326,252,3,96,2846,Evening,Weekend,Autumn
41.05,2023-10-28 22:00:00,13903,4322,252,-257,96,2876,Evening,Weekend,Autumn
39.74,2023-10-28 23:00:00,13582,4321,253,-708,86,2186,Evening,Weekend,Autumn
39.98,2023-10-29 00:00:00,13676,4325,254,-856,87,1862,Night,Weekend,Autumn
40.93,2023-10-29 01:00:00,12118,4324,254,-565,87,1869,Night,Weekend,Autumn
40.36,2023-10-29 03:00:00,10698,4328,254,102,61,1654,Night,Weekend,Autumn
40.18,2023-10-29 04:00:00,10395,4326,254,309,61,1609,Night,Weekend,Autumn
39.28,2023-10-29 05:00:00,9851,4329,258,483,64,1603,Night,Weekend,Autumn
38.07,2023-10-29 06:00:00,9685,4326,258,900,64,1748,Morning,Weekend,Autumn
38.44,2023-10-29 07:00:00,9748,4325,254,692,64,2156,Morning,Weekend,Autumn
39.58,2023-10-29 08:00:00,9999,4326,253,1076,532,1767,Morning,Weekend,Autumn
36.9,2023-10-29 09:00:00,9903,4326,253,445,3092,1747,Morning,Weekend,Autumn
34.6,2023-10-29 10:00:00,8661,4334,253,-580,5840,1832,Morning,Weekend,Autumn
34.82,2023-10-29 11:00:00,9071,4324,257,-1049,6653,1825,Morning,Weekend,Autumn
35.2,2023-10-29 12:00:00,9214,4329,254,-2270,7300,2311,Afternoon,Weekend,Autumn
36.98,2023-10-29 13:00:00,9025,4331,255,-1991,7253,2311,Afternoon,Weekend,Autumn
40.89,2023-10-29 14:00:00,9526,4320,255,-1504,6579,2420,Afternoon,Weekend,Autumn
42.21,2023-10-29 15:00:00,9799,4318,254,-1911,6014,2506,Afternoon,Weekend,Autumn
54.0,2023-10-29 16:00:00,9177,4322,258,-1953,4083,2715,Afternoon,Weekend,Autumn
67.92,2023-10-29 17:00:00,8796,4329,258,-1153,1848,2835,Afternoon,Weekend,Autumn
103.71,2023-10-29 18:00:00,8405,4326,253,-871,350,3369,Evening,Weekend,Autumn
102.12,2023-10-29 19:00:00,8009,4326,252,-308,114,3781,Evening,Weekend,Autumn
94.38,2023-10-29 20:00:00,8370,4326,258,776,80,2877,Evening,Weekend,Autumn
66.74,2023-10-29 21:00:00,8714,4325,257,1756,66,2799,Evening,Weekend,Autumn
62.28,2023-10-29 22:00:00,9414,4328,258,1164,66,2472,Evening,Weekend,Autumn
46.35,2023-10-29 23:00:00,9620,4326,257,-381,65,2270,Evening,Weekend,Autumn
48.16,2023-10-30 00:00:00,9717,4327,253,24,65,2247,Night,Weekday,Autumn
47.81,2023-10-30 01:00:00,10535,4387,257,730,10,1974,Night,Weekday,Autumn
45.6,2023-10-30 02:00:00,11279,4445,253,-479,6,1801,Night,Weekday,Autumn
44.35,2023-10-30 03:00:00,11350,4508,254,-697,6,2001,Night,Weekday,Autumn
46.01,2023-10-30 04:00:00,11265,4565,258,-543,10,2029,Night,Weekday,Autumn
68.91,2023-10-30 05:00:00,11157,4627,254,-643,7,2186,Night,Weekday,Autumn
118.23,2023-10-30 06:00:00,10627,4684,254,-228,6,2284,Morning,Weekday,Autumn
154.86,2023-10-30 07:00:00,11084,4741,253,349,5,2362,Morning,Weekday,Autumn
