value,datetime,Wind,Nuclear,Coal,Int. exchanges,Solar PV,Hydro,day_period,weekday_type,season
156.06,2024-08-10 02:00:00,6795,6916,248,877,33,2422,Night,Weekend,Summer
156.31,2024-08-10 03:00:00,6182,6915,250,851,32,2039,Night,Weekend,Summer
156.02,2024-08-10 04:00:00,5860,6920,250,1249,32,1969,Night,Weekend,Summer
156.47,2024-08-10 05:00:00,5452,6921,250,1438,32,2260,Night,Weekend,Summer
154.64,2024-08-10 06:00:00,4622,6916,250,1872,32,2100,Morning,Weekend,Summer
106.1,2024-08-10 07:00:00,4412,6922,261,1711,32,2225,Morning,Weekend,Summer
35.75,2024-08-10 08:00:00,4503,6933,260,1271,1231,1979,Morning,Weekend,Summer
20.52,2024-08-10 09:00:00,4202,6929,250,395,7470,1216,Morning,Weekend,Summer
22.25,2024-08-10 10:00:00,4116,6927,248,-873,12714,671,Morning,Weekend,Summer
23.69,2024-08-10 11:00:00,4692,6916,250,-1564,15121,500,Morning,Weekend,Summer
24.16,2024-08-10 12:00:00,3882,6917,250,-1593,17343,349,Afternoon,Weekend,Summer
21.95,2024-08-10 13:00:00,4056,6902,314,-1263,17676,332,Afternoon,Weekend,Summer
22.04,2024-08-10 14:00:00,4893,6896,305,-1083,17916,380,Afternoon,Weekend,Summer
23.9,2024-08-10 15:00:00,4642,6895,306,-1080,17970,433,Afternoon,Weekend,Summer
81.04,2024-08-10 16:00:00,4684,6895,304,-1223,17818,405,Afternoon,Weekend,Summer
119.88,2024-08-10 17:00:00,5377,6890,305,-1006,16739,429,Afternoon,Weekend,Summer
155.38,2024-08-10 18:00:00,6142,6886,242,-1130,15682,597,Evening,Weekend,Summer
171.75,2024-08-10 19:00:00,6918,6895,250,-1486,11123,1190,Evening,Weekend,Summer
167.8,2024-08-10 20:00:00,7444,6900,250,-1204,5170,1831,Evening,Weekend,Summer
154.34,2024-08-10 21:00:00,7672,6910,250,-4,389,2953,Evening,Weekend,Summer
162.26,2024-08-10 22:00:00,7807,6912,249,175,57,3463,Evening,Weekend,Summer
158.3,2024-08-10 23:00:00,7915,6922,249,53,52,3079,Evening,Weekend,Summer
144.87,2024-08-11 00:00:00,8304,6913,250,-677,47,2683,Night,Weekend,Summer
152.18,2024-08-11 01:00:00,8808,6916,251,33,17,1958,Night,Weekend,Summer
150.75,2024-08-11 02:00:00,8835,6910,250,-312,17,1729,Night,Weekend,Summer
152.32,2024-08-11 03:00:00,8203,6915,251,-392,15,1805,Night,Weekend,Summer
158.21,2024-08-11 04:00:00,7133,6920,250,38,16,1989,Night,Weekend,Summer
155.74,2024-08-11 05:00:00,6360,6918,250,31,15,2001,Night,Weekend,Summer
144.53,2024-08-11 06:00:00,5651,6918,250,270,14,2017,Morning,Weekend,Summer
88.81,2024-08-11 07:00:00,5269,6931,257,439,15,2412,Morning,Weekend,Summer
27.05,2024-08-11 08:00:00,5045,6935,313,210,1230,1481,Morning,Weekend,Summer
25.92,2024-08-11 09:00:00,4140,6943,364,-465,7575,664,Morning,Weekend,Summer
25.1,2024-08-11 10:00:00,3185,6932,412,-1261,12819,725,Morning,Weekend,Summer
24.67,2024-08-11 11:00:00,2817,6926,407,-1606,14978,543,Morning,Weekend,Summer
24.69,2024-08-11 12:00:00,3164,6911,408,-1827,15699,336,Afternoon,Weekend,Summer
24.68,2024-08-11 13:00:00,3239,6900,404,-778,15733,364,Afternoon,Weekend,Summer
26.94,2024-08-11 14:00:00,3629,6901,407,-851,16282,473,Afternoon,Weekend,Summer
31.68,2024-08-11 15:00:00,3783,6898,406,-671,16147,448,Afternoon,Weekend,Summer
69.27,2024-08-11 16:00:00,3809,6889,407,-1108,16096,495,Afternoon,Weekend,Summer
121.58,2024-08-11 17:00:00,4577,6885,406,-2443,16451,632,Afternoon,Weekend,Summer
163.38,2024-08-11 18:00:00,6442,6886,407,-3512,16301,570,Evening,Weekend,Summer
175.84,2024-08-11 19:00:00,7882,6888,346,-1337,11571,789,Evening,Weekend,Summer
184.89,2024-08-11 20:00:00,8116,6893,297,79,5470,1306,Evening,Weekend,Summer
169.75,2024-08-11 21:00:00,8107,6904,242,600,454,2781,Evening,Weekend,Summer
146.35,2024-08-11 22:00:00,7604,6914,255,1259,111,3092,Evening,Weekend,Summer
137.37,2024-08-11 23:00:00,7203,6915,250,483,69,2968,Evening,Weekend,Summer
134.17,2024-08-12 00:00:00,6799,6921,250,115,64,2428,Night,Weekday,Summer
141.44,2024-08-12 01:00:00,6475,6914,249,211,63,2005,Night,Weekday,Summer
141.29,2024-08-12 02:00:00,6278,6909,250,403,63,2140,Night,Weekday,Summer
151.14,2024-08-12 03:00:00,5573,6908,250,504,59,1967,Night,Weekday,Summer
152.41,2024-08-12 04:00:00,4742,6904,250,418,59,2274,Night,Weekday,Summer
160.35,2024-08-12 05:00:00,3608,6906,250,498,59,2229,Night,Weekday,Summer
174.65,2024-08-12 06:00:00,2950,6903,251,931,59,2536,Morning,Weekday,Summer
169.37,2024-08-12 07:00:00,2425,6907,250,1702,59,2919,Morning,Weekday,Summer
203.69,2024-08-12 08:00:00,1872,6915,250,1726,1134,3227,Morning,Weekday,Summer
184.54,2024-08-12 09:00:00,1167,6923,316,858,7165,2639,Morning,Weekday,Summer
182.84,2024-08-12 10:00:00,880,6925,361,-469,13478,1436,Morning,Weekday,Summer
181.88,2024-08-12 11:00:00,852,6923,419,-1144,16834,1213,Morning,Weekday,Summer
132.33,2024-08-12 12:00:00,881,6921,399,-1183,18703,821,Afternoon,Weekday,Summer
131.42,2024-08-12 13:00:00,1110,6884,409,-1203,19587,887,Afternoon,Weekday,Summer
129.72,2024-08-12 14:00:00,1461,6881,406,-707,19515,883,Afternoon,Weekday,Summer
133.23,2024-08-12 15:00:00,2168,6886,415,-1224,19399,815,Afternoon,Weekday,Summer
194.83,2024-08-12 16:00:00,2874,6886,341,-569,18926,755,Afternoon,Weekday,Summer
221.13,2024-08-12 17:00:00,3600,6882,305,-597,18144,936,Afternoon,Weekday,Summer
230.84,2024-08-12 18:00:00,4739,6871,295,-1119,16049,1063,Evening,Weekday,Summer
248.53,2024-08-12 19:00:00,6605,6875,247,-2215,12102,1104,Evening,Weekday,Summer
191.29,2024-08-12 20:00:00,7930,6885,249,-795,5272,1816,Evening,Weekday,Summer
183.57,2024-08-12 21:00:00,8313,6892,248,799,449,3215,Evening,Weekday,Summer
145.86,2024-08-12 22:00:00,8022,6892,251,520,98,3208,Evening,Weekday,Summer
145.86,2024-08-12 22:00:00,8022,6892,251,520,98,3208,Evening,Weekday,Summer
145.03,2024-08-12 23:00:00,6254,6911,250,588,93,2977,Evening,Weekday,Summer
139.65,2024-08-13 00:00:00,5668,6907,250,864,88,2534,Night,Weekday,Summer
145.59,2024-08-13 01:00:00,4930,6903,250,1440,87,2360,Night,Weekday,Summer
142.73,2024-08-13 02:00:00,4062,6911,250,1791,87,1918,Night,Weekday,Summer
138.47,2024-08-13 03:00:00,5118,6912,251,1176,85,1640,Night,Weekday,Summer
145.99,2024-08-13 04:00:00,5378,6909,250,1951,85,1880,Night,Weekday,Summer
156.4,2024-08-13 05:00:00,3634,6910,279,1935,85,2194,Night,Weekday,Summer
172.18,2024-08-13 06:00:00,3044,6904,261,2234,85,2189,Morning,Weekday,Summer
157.41,2024-08-13 07:00:00,2783,6906,251,2637,66,2692,Morning,Weekday,Summer
213.33,2024-08-13 08:00:00,2925,6910,281,2677,1006,2796,Morning,Weekday,Summer
198.13,2024-08-13 09:00:00,2574,6918,308,1096,6712,1999,Morning,Weekday,Summer
191.8,2024-08-13 10:00:00,2759,6926,363,-808,11067,1897,Morning,Weekday,Summer
189.09,2024-08-13 11:00:00,2821,6920,415,753,13294,1327,Morning,Weekday,Summer
135.83,2024-08-13 12:00:00,3491,6913,408,46,14715,1188,Afternoon,Weekday,Summer
131.19,2024-08-13 13:00:00,4015,6906,409,-331,16128,892,Afternoon,Weekday,Summer
129.76,2024-08-13 14:00:00,4849,6905,410,590,16422,922,Afternoon,Weekday,Summer
135.71,2024-08-13 15:00:00,5094,6907,402,799,15985,969,Afternoon,Weekday,Summer
200.97,2024-08-13 16:00:00,5481,6906,347,-401,15562,1175,Afternoon,Weekday,Summer
204.12,2024-08-13 17:00:00,6344,6898,302,-1299,14057,1126,Afternoon,Weekday,Summer
224.06,2024-08-13 18:00:00,8083,6900,268,-268,11092,1020,Evening,Weekday,Summer
240.12,2024-08-13 19:00:00,7844,6905,247,-863,8785,973,Evening,Weekday,Summer
189.91,2024-08-13 20:00:00,7328,6905,251,-181,3861,2020,Evening,Weekday,Summer
180.55,2024-08-13 21:00:00,5633,6911,264,892,448,2983,Evening,Weekday,Summer
148.83,2024-08-13 22:00:00,5072,6914,249,717,61,3543,Evening,Weekday,Summer
142.27,2024-08-13 23:00:00,4816,6923,249,476,60,3604,Evening,Weekday,Summer
138.19,2024-08-14 00:00:00,4317,6934,249,876,55,3102,Night,Weekday,Summer
139.1,2024-08-14 01:00:00,3837,6935,249,1329,53,3204,Night,Weekday,Summer
128.53,2024-08-14 02:00:00,3907,6935,250,1638,48,2469,Night,Weekday,Summer
129.01,2024-08-14 03:00:00,3813,6939,250,1450,47,2963,Night,Weekday,Summer
134.49,2024-08-14 04:00:00,3947,6943,249,1316,47,2669,Night,Weekday,Summer
147.17,2024-08-14 05:00:00,4415,6945,250,1306,47,2449,Night,Weekday,Summer
169.37,2024-08-14 06:00:00,4792,6944,250,1638,47,2479,Morning,Weekday,Summer
150.47,2024-08-14 07:00:00,5186,6946,261,1788,62,3060,Morning,Weekday,Summer
186.19,2024-08-14 08:00:00,5520,6944,249,2157,862,1987,Morning,Weekday,Summer
172.73,2024-08-14 09:00:00,5432,6948,316,145,6806,1234,Morning,Weekday,Summer
172.14,2024-08-14 10:00:00,5307,6949,362,-2837,12457,861,Morning,Weekday,Summer
172.33,2024-08-14 11:00:00,5473,6951,437,-3900,15388,705,Morning,Weekday,Summer
122.14,2024-08-14 12:00:00,5747,6947,401,-4704,16972,731,Afternoon,Weekday,Summer
120.19,2024-08-14 13:00:00,6477,6945,407,-5048,17638,619,Afternoon,Weekday,Summer
116.88,2024-08-14 14:00:00,7323,6941,408,-4295,17335,633,Afternoon,Weekday,Summer
121.54,2024-08-14 15:00:00,7810,6941,407,-4835,16825,575,Afternoon,Weekday,Summer
179.68,2024-08-14 16:00:00,7801,6941,348,-4537,16021,576,Afternoon,Weekday,Summer
200.78,2024-08-14 17:00:00,7997,6951,299,-3888,14646,790,Afternoon,Weekday,Summer
224.97,2024-08-14 18:00:00,8513,6947,258,-4391,14412,697,Evening,Weekday,Summer
231.59,2024-08-14 19:00:00,9166,6942,248,-3879,11197,887,Evening,Weekday,Summer
176.32,2024-08-14 20:00:00,10075,6949,251,-2286,5186,1361,Evening,Weekday,Summer
161.1,2024-08-14 21:00:00,9863,6945,251,-1762,378,2528,Evening,Weekday,Summer
126.7,2024-08-14 22:00:00,10549,6947,247,-1644,78,2526,Evening,Weekday,Summer
114.91,2024-08-14 23:00:00,10472,6951,251,-2428,67,2057,Evening,Weekday,Summer
117.87,2024-08-15 00:00:00,10050,6952,248,-1497,67,1119,Night,Weekday,Summer
113.31,2024-08-15 01:00:00,9895,6953,251,-1040,67,936,Night,Weekday,Summer
113.91,2024-08-15 02:00:00,9343,6953,250,-221,67,823,Night,Weekday,Summer
113.91,2024-08-15 03:00:00,8966,6956,251,-406,64,655,Night,Weekday,Summer
111.83,2024-08-15 04:00:00,8844,6964,250,-187,63,712,Night,Weekday,Summer
111.93,2024-08-15 05:00:00,8648,6963,247,-290,63,833,Night,Weekday,Summer
110.1,2024-08-15 06:00:00,8538,6965,249,104,63,623,Morning,Weekday,Summer
45.98,2024-08-15 07:00:00,8434,6966,249,89,63,749,Morning,Weekday,Summer
33.68,2024-08-15 08:00:00,7974,7001,249,5,1164,796,Morning,Weekday,Summer
37.63,2024-08-15 09:00:00,6730,6972,248,-2236,7926,568,Morning,Weekday,Summer
37.19,2024-08-15 10:00:00,5959,6971,250,-4610,12415,469,Morning,Weekday,Summer
36.6,2024-08-15 11:00:00,4513,6971,249,-5874,15030,514,Morning,Weekday,Summer
36.32,2024-08-15 12:00:00,4048,6968,249,-5963,16077,402,Afternoon,Weekday,Summer
36.65,2024-08-15 13:00:00,3682,6966,250,-5837,17201,353,Afternoon,Weekday,Summer
36.93,2024-08-15 14:00:00,3173,6962,249,-4696,17144,358,Afternoon,Weekday,Summer
39.17,2024-08-15 15:00:00,2969,6957,249,-4420,16621,340,Afternoon,Weekday,Summer
54.47,2024-08-15 16:00:00,3144,6954,248,-5214,16754,341,Afternoon,Weekday,Summer
112.57,2024-08-15 17:00:00,3388,6950,249,-5029,16374,355,Afternoon,Weekday,Summer
159.39,2024-08-15 18:00:00,4493,6943,248,-4407,15348,399,Evening,Weekday,Summer
178.14,2024-08-15 19:00:00,5602,6943,249,-2625,12905,602,Evening,Weekday,Summer
168.32,2024-08-15 20:00:00,6318,6939,247,-1366,5836,1092,Evening,Weekday,Summer
154.91,2024-08-15 21:00:00,6570,6941,250,165,335,2377,Evening,Weekday,Summer
142.83,2024-08-15 22:00:00,7632,6950,249,219,89,2326,Evening,Weekday,Summer
142.02,2024-08-15 23:00:00,8288,6942,251,240,79,1648,Evening,Weekday,Summer
128.11,2024-08-16 00:00:00,8122,6941,246,-98,64,1340,Night,Weekday,Summer
126.54,2024-08-16 01:00:00,7892,6942,250,282,64,718,Night,Weekday,Summer
141.23,2024-08-16 02:00:00,7420,6942,250,10,64,612,Night,Weekday,Summer
142.49,2024-08-16 03:00:00,7059,6948,250,141,63,666,Night,Weekday,Summer
142.23,2024-08-16 04:00:00,6619,6945,249,-135,63,608,Night,Weekday,Summer
151.56,2024-08-16 05:00:00,6353,6953,249,150,63,668,Night,Weekday,Summer
164.72,2024-08-16 06:00:00,6109,6954,249,869,63,875,Morning,Weekday,Summer
127.21,2024-08-16 07:00:00,5853,6949,249,1273,63,1424,Morning,Weekday,Summer
170.05,2024-08-16 08:00:00,5024,6953,249,1450,1228,1419,Morning,Weekday,Summer
168.12,2024-08-16 09:00:00,4220,6957,322,-386,8293,829,Morning,Weekday,Summer
163.16,2024-08-16 10:00:00,3271,6953,361,-2303,13156,652,Morning,Weekday,Summer
156.34,2024-08-16 11:00:00,2633,6964,412,-3936,15960,821,Morning,Weekday,Summer
102.86,2024-08-16 12:00:00,2468,6952,407,-4604,18121,898,Afternoon,Weekday,Summer
109.09,2024-08-16 13:00:00,2454,6955,408,-3126,18066,521,Afternoon,Weekday,Summer
115.81,2024-08-16 14:00:00,2241,6951,406,-2240,18557,509,Afternoon,Weekday,Summer
117.01,2024-08-16 15:00:00,2331,6945,406,-2914,18742,536,Afternoon,Weekday,Summer
170.91,2024-08-16 16:00:00,2473,6937,347,-3438,18792,529,Afternoon,Weekday,Summer
216.6,2024-08-16 17:00:00,3114,6935,293,-4180,18532,524,Afternoon,Weekday,Summer
236.0,2024-08-16 18:00:00,3539,6935,308,-4409,17277,669,Evening,Weekday,Summer
247.73,2024-08-16 19:00:00,4081,6940,250,-3891,13695,689,Evening,Weekday,Summer
192.03,2024-08-16 20:00:00,4696,6931,249,-1007,5794,1905,Evening,Weekday,Summer
183.81,2024-08-16 21:00:00,5018,6924,250,504,337,3371,Evening,Weekday,Summer
152.75,2024-08-16 22:00:00,5890,6935,251,675,119,3203,Evening,Weekday,Summer
152.21,2024-08-16 23:00:00,6417,6935,250,278,114,2192,Evening,Weekday,Summer
153.74,2024-08-17 00:00:00,6494,6928,250,134,109,1720,Night,Weekend,Summer
149.9,2024-08-17 01:00:00,5840,6931,250,968,109,1437,Night,Weekend,Summer
144.82,2024-08-17 02:00:00,5988,6927,250,885,109,1046,Night,Weekend,Summer
140.55,2024-08-17 03:00:00,5870,6933,250,479,6,925,Night,Weekend,Summer
138.6,2024-08-17 04:00:00,5449,6932,250,531,6,845,Night,Weekend,Summer
138.58,2024-08-17 05:00:00,4965,6938,250,165,6,1286,Night,Weekend,Summer
139.17,2024-08-17 06:00:00,4620,6938,250,378,6,1449,Morning,Weekend,Summer
108.1,2024-08-17 07:00:00,4524,6934,250,1215,132,1951,Morning,Weekend,Summer
103.33,2024-08-17 08:00:00,4189,6940,250,759,1262,1972,Morning,Weekend,Summer
82.58,2024-08-17 09:00:00,3123,6947,251,-1402,7634,1539,Morning,Weekend,Summer
71.38,2024-08-17 10:00:00,2324,6936,250,-3883,13743,485,Morning,Weekend,Summer
64.05,2024-08-17 11:00:00,1942,6938,250,-5020,17339,544,Morning,Weekend,Summer
61.01,2024-08-17 12:00:00,1913,6939,250,-4681,18751,512,Afternoon,Weekend,Summer
64.54,2024-08-17 13:00:00,1905,6936,248,-3708,19449,499,Afternoon,Weekend,Summer
76.64,2024-08-17 14:00:00,1931,6941,250,-3002,19503,420,Afternoon,Weekend,Summer
86.41,2024-08-17 15:00:00,2484,6929,250,-3410,19462,376,Afternoon,Weekend,Summer
103.96,2024-08-17 16:00:00,3227,6924,250,-3094,18494,476,Afternoon,Weekend,Summer
127.21,2024-08-17 17:00:00,4144,6927,250,-4225,17134,594,Afternoon,Weekend,Summer
149.21,2024-08-17 18:00:00,4967,6915,250,-4618,15592,616,Evening,Weekend,Summer
165.08,2024-08-17 19:00:00,5828,6911,250,-2770,11271,1030,Evening,Weekend,Summer
157.72,2024-08-17 20:00:00,6695,6908,251,76,4491,1706,Evening,Weekend,Summer
149.23,2024-08-17 21:00:00,7591,6912,250,1095,280,2484,Evening,Weekend,Summer
171.22,2024-08-17 22:00:00,7906,6918,249,656,65,2609,Evening,Weekend,Summer
162.16,2024-08-17 23:00:00,7104,6926,250,188,55,2158,Evening,Weekend,Summer
155.1,2024-08-18 00:00:00,6264,6921,251,272,55,2104,Night,Weekend,Summer
143.57,2024-08-18 01:00:00,5859,6914,251,863,55,1341,Night,Weekend,Summer
136.22,2024-08-18 02:00:00,5699,6912,251,1208,55,1301,Night,Weekend,Summer
132.92,2024-08-18 03:00:00,5372,6913,250,1274,1,1081,Night,Weekend,Summer
128.01,2024-08-18 04:00:00,4585,6922,250,1328,1,789,Night,Weekend,Summer
124.7,2024-08-18 05:00:00,3951,6930,250,1247,1,996,Night,Weekend,Summer
115.35,2024-08-18 06:00:00,3655,6925,250,1313,1,1302,Morning,Weekend,Summer
87.92,2024-08-18 07:00:00,3934,6925,250,997,51,1463,Morning,Weekend,Summer
36.06,2024-08-18 08:00:00,3803,6932,250,571,824,1130,Morning,Weekend,Summer
34.47,2024-08-18 09:00:00,3817,6938,250,-979,6883,743,Morning,Weekend,Summer
34.02,2024-08-18 10:00:00,3701,6929,250,-3990,12707,448,Morning,Weekend,Summer
33.38,2024-08-18 11:00:00,3513,6927,252,-5289,15457,435,Morning,Weekend,Summer
32.94,2024-08-18 12:00:00,3445,6920,251,-5077,16533,312,Afternoon,Weekend,Summer
33.13,2024-08-18 13:00:00,3966,6917,251,-5792,17686,369,Afternoon,Weekend,Summer
33.31,2024-08-18 14:00:00,5116,6915,250,-5747,18013,399,Afternoon,Weekend,Summer
33.32,2024-08-18 15:00:00,5050,6919,253,-5457,18024,326,Afternoon,Weekend,Summer
36.65,2024-08-18 16:00:00,5423,6914,249,-5191,17011,299,Afternoon,Weekend,Summer
108.26,2024-08-18 17:00:00,5840,6908,250,-5186,16381,304,Afternoon,Weekend,Summer
139.62,2024-08-18 18:00:00,6842,6911,250,-5174,15602,362,Evening,Weekend,Summer
162.79,2024-08-18 19:00:00,8960,6910,249,-4905,12183,645,Evening,Weekend,Summer
164.37,2024-08-18 20:00:00,10106,6920,249,-3521,5073,1377,Evening,Weekend,Summer
152.97,2024-08-18 21:00:00,9867,6923,250,-1509,200,2179,Evening,Weekend,Summer
128.59,2024-08-18 22:00:00,10291,6933,249,-1237,38,2517,Evening,Weekend,Summer
111.89,2024-08-18 23:00:00,10329,6929,249,-1725,14,2256,Evening,Weekend,Summer
111.85,2024-08-19 00:00:00,10803,6933,250,-1137,23,1178,Night,Weekday,Summer
112.83,2024-08-19 01:00:00,10359,6933,249,-1277,11,922,Night,Weekday,Summer
112.14,2024-08-19 02:00:00,10012,6938,249,-1728,11,737,Night,Weekday,Summer
116.07,2024-08-19 03:00:00,9708,6941,249,-1280,8,582,Night,Weekday,Summer
121.0,2024-08-19 04:00:00,9498,6940,249,-1333,8,753,Night,Weekday,Summer
150.3,2024-08-19 05:00:00,8797,6947,249,-765,8,721,Night,Weekday,Summer
177.89,2024-08-19 06:00:00,8315,6944,249,-94,8,1086,Morning,Weekday,Summer
172.09,2024-08-19 07:00:00,7745,6950,250,937,8,1353,Morning,Weekday,Summer
188.62,2024-08-19 08:00:00,6846,6950,249,1040,744,1799,Morning,Weekday,Summer
177.01,2024-08-19 09:00:00,5478,6954,411,-274,7342,1114,Morning,Weekday,Summer
171.56,2024-08-19 10:00:00,4142,6956,271,-1975,13830,605,Morning,Weekday,Summer
169.89,2024-08-19 11:00:00,3120,6958,418,-2761,16243,502,Morning,Weekday,Summer
120.39,2024-08-19 12:00:00,2678,6950,347,-2329,18222,555,Afternoon,Weekday,Summer
117.8,2024-08-19 13:00:00,2346,6947,359,-1498,18698,616,Afternoon,Weekday,Summer
121.2,2024-08-19 14:00:00,1988,6941,360,-1621,19357,775,Afternoon,Weekday,Summer
133.26,2024-08-19 15:00:00,2143,6945,357,-1157,19222,543,Afternoon,Weekday,Summer
210.4,2024-08-19 16:00:00,2604,6943,354,-1227,18851,460,Afternoon,Weekday,Summer
223.55,2024-08-19 17:00:00,2904,6940,304,-1602,17930,540,Afternoon,Weekday,Summer
241.65,2024-08-19 18:00:00,3740,6928,301,-1942,16408,881,Evening,Weekday,Summer
272.84,2024-08-19 19:00:00,4540,6933,242,-2270,12250,1244,Evening,Weekday,Summer
193.38,2024-08-19 20:00:00,4770,6928,250,-212,4608,2325,Evening,Weekday,Summer
186.14,2024-08-19 21:00:00,4993,6927,250,1056,153,3572,Evening,Weekday,Summer
154.2,2024-08-19 22:00:00,5901,6934,288,1225,32,2753,Evening,Weekday,Summer
147.68,2024-08-19 23:00:00,6292,6940,247,1193,26,2165,Evening,Weekday,Summer
154.68,2024-08-20 00:00:00,6398,6937,253,659,27,1737,Night,Weekday,Summer
150.08,2024-08-20 01:00:00,5707,6621,248,1100,17,2229,Night,Weekday,Summer
147.52,2024-08-20 02:00:00,5409,6623,251,1066,14,2064,Night,Weekday,Summer
146.03,2024-08-20 03:00:00,5024,6630,250,1208,12,2163,Night,Weekday,Summer
154.41,2024-08-20 04:00:00,4493,6628,250,1832,12,1846,Night,Weekday,Summer
159.35,2024-08-20 05:00:00,4089,6631,250,2059,12,2242,Night,Weekday,Summer
192.4,2024-08-20 06:00:00,3717,6630,250,2604,12,2215,Morning,Weekday,Summer
155.3,2024-08-20 07:00:00,3441,6633,250,2953,12,2761,Morning,Weekday,Summer
173.42,2024-08-20 08:00:00,2983,6632,274,2963,647,3014,Morning,Weekday,Summer
161.98,2024-08-20 09:00:00,2671,6642,309,1942,6320,2139,Morning,Weekday,Summer
162.66,2024-08-20 10:00:00,1961,6647,309,664,12768,1567,Morning,Weekday,Summer
163.93,2024-08-20 11:00:00,1910,6646,364,511,15604,983,Morning,Weekday,Summer
110.42,2024-08-20 12:00:00,2175,6642,364,36,17945,585,Afternoon,Weekday,Summer
109.77,2024-08-20 13:00:00,2339,6638,353,-494,19065,654,Afternoon,Weekday,Summer
105.45,2024-08-20 14:00:00,2605,6667,351,-296,19542,772,Afternoon,Weekday,Summer
110.65,2024-08-20 15:00:00,3687,6697,352,-603,19060,683,Afternoon,Weekday,Summer
166.68,2024-08-20 16:00:00,4375,6719,356,-125,18383,417,Afternoon,Weekday,Summer
203.78,2024-08-20 17:00:00,5350,6748,299,333,16493,406,Afternoon,Weekday,Summer
225.74,2024-08-20 18:00:00,6522,6773,303,-231,15221,730,Evening,Weekday,Summer
236.21,2024-08-20 19:00:00,8316,6799,244,-1296,11239,941,Evening,Weekday,Summer
178.43,2024-08-20 20:00:00,9317,6826,263,-1087,4166,1812,Evening,Weekday,Summer
166.79,2024-08-20 21:00:00,9881,6859,250,326,173,3030,Evening,Weekday,Summer
145.15,2024-08-20 22:00:00,10600,6892,252,-114,70,2962,Evening,Weekday,Summer
121.46,2024-08-20 23:00:00,10989,6921,249,-634,66,2055,Evening,Weekday,Summer
118.84,2024-08-21 00:00:00,10964,6920,249,-76,60,1472,Night,Weekday,Summer
101.33,2024-08-21 01:00:00,11236,6918,248,15,60,850,Night,Weekday,Summer
95.17,2024-08-21 02:00:00,10977,6919,250,-337,59,758,Night,Weekday,Summer
100.78,2024-08-21 03:00:00,10459,6922,248,-11,56,785,Night,Weekday,Summer
120.5,2024-08-21 04:00:00,10236,6924,250,45,56,748,Night,Weekday,Summer
143.88,2024-08-21 05:00:00,10022,6921,250,191,56,792,Night,Weekday,Summer
158.57,2024-08-21 06:00:00,10013,6921,250,571,56,1093,Morning,Weekday,Summer
116.91,2024-08-21 07:00:00,10277,6914,250,1029,53,1131,Morning,Weekday,Summer
104.59,2024-08-21 08:00:00,9883,6913,250,770,676,1396,Morning,Weekday,Summer
100.77,2024-08-21 09:00:00,8422,6894,322,141,6324,1188,Morning,Weekday,Summer
102.95,2024-08-21 10:00:00,7928,6914,311,-460,12714,567,Morning,Weekday,Summer
141.0,2024-08-21 11:00:00,7831,6918,364,-1315,15268,396,Morning,Weekday,Summer
106.62,2024-08-21 12:00:00,6456,6921,357,-1372,17155,424,Afternoon,Weekday,Summer
115.48,2024-08-21 13:00:00,5911,6915,356,-1237,18352,462,Afternoon,Weekday,Summer
121.14,2024-08-21 14:00:00,5759,6915,357,-826,18213,650,Afternoon,Weekday,Summer
138.67,2024-08-21 15:00:00,5175,6904,357,-1102,17751,834,Afternoon,Weekday,Summer
212.26,2024-08-21 16:00:00,5168,6904,357,-559,17116,592,Afternoon,Weekday,Summer
223.87,2024-08-21 17:00:00,5463,6893,299,-495,15325,955,Afternoon,Weekday,Summer
246.19,2024-08-21 18:00:00,5176,6888,313,-581,13228,1308,Evening,Weekday,Summer
286.7,2024-08-21 19:00:00,5006,6883,250,-843,9553,1538,Evening,Weekday,Summer
220.54,2024-08-21 20:00:00,4970,6889,251,-297,3388,2503,Evening,Weekday,Summer
196.6,2024-08-21 21:00:00,4731,6893,251,300,255,3473,Evening,Weekday,Summer
149.22,2024-08-21 22:00:00,4272,6902,316,484,122,3929,Evening,Weekday,Summer
144.05,2024-08-21 23:00:00,3829,6908,274,-88,23,3609,Evening,Weekday,Summer
147.66,2024-08-22 00:00:00,3253,6905,266,-221,22,2740,Night,Weekday,Summer
146.93,2024-08-22 01:00:00,2711,6905,246,753,19,2497,Night,Weekday,Summer
146.87,2024-08-22 02:00:00,2311,6909,249,1145,19,2560,Night,Weekday,Summer
146.4,2024-08-22 03:00:00,2010,6910,253,-389,18,1693,Night,Weekday,Summer
149.59,2024-08-22 04:00:00,1862,6908,249,1677,18,1895,Night,Weekday,Summer
155.58,2024-08-22 05:00:00,1971,6910,248,1827,18,1592,Night,Weekday,Summer
174.44,2024-08-22 06:00:00,1931,6907,250,1770,18,1717,Morning,Weekday,Summer
169.85,2024-08-22 07:00:00,1859,6917,250,1890,18,2545,Morning,Weekday,Summer
209.52,2024-08-22 08:00:00,1711,6917,249,1944,523,3009,Morning,Weekday,Summer
181.51,2024-08-22 09:00:00,1310,6917,318,1213,5592,2017,Morning,Weekday,Summer
179.97,2024-08-22 10:00:00,995,6911,307,308,11749,1333,Morning,Weekday,Summer
181.19,2024-08-22 11:00:00,1008,6904,366,-370,15269,941,Morning,Weekday,Summer
129.96,2024-08-22 12:00:00,951,6910,351,-795,17350,747,Afternoon,Weekday,Summer
